timestamp,device,activity,type
2017-08-22T12:09:09+0200,0,41b71de9-6f69-4167-bb53-2c2e7c901142,AZV schwer
2017-08-22T12:13:37+0200,0,41b71de9-6f69-4167-bb53-2c2e7c901142,AZV schwer
2017-08-22T12:17:19+0200,0,41b71de9-6f69-4167-bb53-2c2e7c901142,AZV schwer
2017-08-22T12:17:25+0200,0,41b71de9-6f69-4167-bb53-2c2e7c901142,AZV schwer
2017-08-22T12:17:31+0200,0,41b71de9-6f69-4167-bb53-2c2e7c901142,AZV schwer
2017-08-22T12:17:37+0200,0,41b71de9-6f69-4167-bb53-2c2e7c901142,AZV schwer
2017-08-22T12:31:39+0200,0,41b71de9-6f69-4167-bb53-2c2e7c901142,AZV schwer
2017-08-22T12:31:47+0200,0,41b71de9-6f69-4167-bb53-2c2e7c901142,AZV schwer
2017-08-22T13:11:31+0200,0,41b71de9-6f69-4167-bb53-2c2e7c901142,AZV schwer
2017-08-22T13:11:48+0200,0,41b71de9-6f69-4167-bb53-2c2e7c901142,AZV schwer
2017-08-22T13:14:54+0200,0,41b71de9-6f69-4167-bb53-2c2e7c901142,AZV schwer
2017-08-22T13:21:27+0200,0,41b71de9-6f69-4167-bb53-2c2e7c901142,AZV schwer
2017-08-22T13:21:34+0200,0,41b71de9-6f69-4167-bb53-2c2e7c901142,AZV schwer
2017-08-22T13:29:34+0200,0,41b71de9-6f69-4167-bb53-2c2e7c901142,AZV schwer
2017-08-22T13:42:51+0200,0,41b71de9-6f69-4167-bb53-2c2e7c901142,AZV schwer
2017-08-22T13:42:57+0200,0,41b71de9-6f69-4167-bb53-2c2e7c901142,AZV schwer
2017-08-22T13:47:49+0200,0,41b71de9-6f69-4167-bb53-2c2e7c901142,AZV schwer
2017-08-22T13:48:20+0200,0,41b71de9-6f69-4167-bb53-2c2e7c901142,AZV schwer
2017-08-22T13:57:38+0200,0,41b71de9-6f69-4167-bb53-2c2e7c901142,AZV schwer
2017-08-22T13:57:46+0200,0,41b71de9-6f69-4167-bb53-2c2e7c901142,AZV schwer
2017-08-22T14:08:43+0200,0,41b71de9-6f69-4167-bb53-2c2e7c901142,AZV schwer
2017-08-22T14:08:49+0200,0,41b71de9-6f69-4167-bb53-2c2e7c901142,AZV schwer
2017-08-22T14:09:14+0200,0,41b71de9-6f69-4167-bb53-2c2e7c901142,AZV schwer
2017-08-22T14:09:21+0200,0,41b71de9-6f69-4167-bb53-2c2e7c901142,AZV schwer
2017-08-22T15:00:46+0200,0,41b71de9-6f69-4167-bb53-2c2e7c901142,AZV schwer
2017-08-22T15:01:49+0200,0,41b71de9-6f69-4167-bb53-2c2e7c901142,AZV schwer
2017-08-22T15:02:22+0200,0,41b71de9-6f69-4167-bb53-2c2e7c901142,AZV schwer
2017-08-22T15:03:33+0200,0,41b71de9-6f69-4167-bb53-2c2e7c901142,AZV schwer
2017-08-22T15:04:07+0200,0,41b71de9-6f69-4167-bb53-2c2e7c901142,AZV schwer
2017-08-22T15:04:52+0200,0,41b71de9-6f69-4167-bb53-2c2e7c901142,AZV schwer
2017-08-22T15:07:36+0200,0,41b71de9-6f69-4167-bb53-2c2e7c901142,AZV schwer
2017-08-22T15:08:26+0200,0,41b71de9-6f69-4167-bb53-2c2e7c901142,AZV schwer
2017-08-22T15:09:27+0200,0,41b71de9-6f69-4167-bb53-2c2e7c901142,AZV schwer
2017-08-22T15:14:59+0200,0,41b71de9-6f69-4167-bb53-2c2e7c901142,AZV schwer
2017-08-22T15:16:10+0200,0,41b71de9-6f69-4167-bb53-2c2e7c901142,AZV schwer
2017-08-22T15:17:43+0200,0,41b71de9-6f69-4167-bb53-2c2e7c901142,AZV schwer
2017-08-22T15:19:12+0200,0,41b71de9-6f69-4167-bb53-2c2e7c901142,AZV schwer
2017-08-22T15:21:49+0200,0,41b71de9-6f69-4167-bb53-2c2e7c901142,AZV schwer
2017-08-22T15:22:04+0200,0,41b71de9-6f69-4167-bb53-2c2e7c901142,AZV schwer
2017-08-22T15:24:15+0200,0,41b71de9-6f69-4167-bb53-2c2e7c901142,AZV schwer
2017-08-22T15:24:21+0200,0,41b71de9-6f69-4167-bb53-2c2e7c901142,AZV schwer
2017-08-22T15:25:13+0200,0,41b71de9-6f69-4167-bb53-2c2e7c901142,AZV schwer
2017-08-22T15:28:38+0200,0,41b71de9-6f69-4167-bb53-2c2e7c901142,AZV schwer
2017-08-22T15:28:46+0200,0,41b71de9-6f69-4167-bb53-2c2e7c901142,AZV schwer
2017-08-22T15:30:20+0200,0,41b71de9-6f69-4167-bb53-2c2e7c901142,AZV schwer
2017-08-22T15:30:27+0200,0,41b71de9-6f69-4167-bb53-2c2e7c901142,AZV schwer
2017-08-22T15:33:52+0200,0,41b71de9-6f69-4167-bb53-2c2e7c901142,AZV schwer
2017-08-22T15:35:16+0200,0,41b71de9-6f69-4167-bb53-2c2e7c901142,AZV schwer
2017-08-22T15:36:51+0200,0,41b71de9-6f69-4167-bb53-2c2e7c901142,AZV schwer
2017-08-22T15:38:06+0200,0,41b71de9-6f69-4167-bb53-2c2e7c901142,AZV schwer
2017-08-22T15:38:14+0200,0,41b71de9-6f69-4167-bb53-2c2e7c901142,AZV schwer
2017-08-22T15:40:59+0200,0,41b71de9-6f69-4167-bb53-2c2e7c901142,AZV schwer
2017-09-01T13:25:55+0200,0,60d8f4de-6276-431f-bb43-286dbbfeb1fd,AZV schwer
2017-09-01T13:26:23+0200,0,60d8f4de-6276-431f-bb43-286dbbfeb1fd,AZV schwer
2017-09-01T13:26:52+0200,0,60d8f4de-6276-431f-bb43-286dbbfeb1fd,AZV schwer
2017-09-01T13:27:31+0200,0,60d8f4de-6276-431f-bb43-286dbbfeb1fd,AZV schwer
2017-09-01T13:28:00+0200,0,60d8f4de-6276-431f-bb43-286dbbfeb1fd,AZV schwer
2017-09-01T13:28:17+0200,0,60d8f4de-6276-431f-bb43-286dbbfeb1fd,AZV schwer
2017-09-01T13:29:56+0200,0,60d8f4de-6276-431f-bb43-286dbbfeb1fd,AZV schwer
2017-09-01T13:31:07+0200,0,60d8f4de-6276-431f-bb43-286dbbfeb1fd,AZV schwer
2017-09-01T13:31:33+0200,0,60d8f4de-6276-431f-bb43-286dbbfeb1fd,AZV schwer
2017-09-01T13:32:19+0200,0,60d8f4de-6276-431f-bb43-286dbbfeb1fd,AZV schwer
2017-09-01T13:32:40+0200,0,60d8f4de-6276-431f-bb43-286dbbfeb1fd,AZV schwer
2017-09-01T13:33:39+0200,0,60d8f4de-6276-431f-bb43-286dbbfeb1fd,AZV schwer
2017-09-01T13:36:08+0200,0,60d8f4de-6276-431f-bb43-286dbbfeb1fd,AZV schwer
2017-09-01T13:36:42+0200,0,60d8f4de-6276-431f-bb43-286dbbfeb1fd,AZV schwer
2017-09-01T13:37:26+0200,0,60d8f4de-6276-431f-bb43-286dbbfeb1fd,AZV schwer
2017-09-01T13:37:52+0200,0,60d8f4de-6276-431f-bb43-286dbbfeb1fd,AZV schwer
2017-09-01T13:38:28+0200,0,60d8f4de-6276-431f-bb43-286dbbfeb1fd,AZV schwer
2017-09-01T13:39:15+0200,0,60d8f4de-6276-431f-bb43-286dbbfeb1fd,AZV schwer
2017-09-01T13:39:44+0200,0,60d8f4de-6276-431f-bb43-286dbbfeb1fd,AZV schwer
2017-09-01T13:41:37+0200,0,60d8f4de-6276-431f-bb43-286dbbfeb1fd,AZV schwer
2017-09-01T13:42:15+0200,0,60d8f4de-6276-431f-bb43-286dbbfeb1fd,AZV schwer
2017-09-01T13:43:12+0200,0,60d8f4de-6276-431f-bb43-286dbbfeb1fd,AZV schwer
2017-09-01T13:43:35+0200,0,60d8f4de-6276-431f-bb43-286dbbfeb1fd,AZV schwer
2017-09-01T13:43:50+0200,0,60d8f4de-6276-431f-bb43-286dbbfeb1fd,AZV schwer
2017-09-01T13:44:33+0200,0,60d8f4de-6276-431f-bb43-286dbbfeb1fd,AZV schwer
2017-09-01T13:45:40+0200,0,60d8f4de-6276-431f-bb43-286dbbfeb1fd,AZV schwer
2017-09-01T13:46:47+0200,0,60d8f4de-6276-431f-bb43-286dbbfeb1fd,AZV schwer
2017-09-01T13:48:33+0200,0,60d8f4de-6276-431f-bb43-286dbbfeb1fd,AZV schwer
2017-09-01T13:49:08+0200,0,60d8f4de-6276-431f-bb43-286dbbfeb1fd,AZV schwer
2017-09-01T13:49:30+0200,0,60d8f4de-6276-431f-bb43-286dbbfeb1fd,AZV schwer
2017-09-01T13:50:24+0200,0,60d8f4de-6276-431f-bb43-286dbbfeb1fd,AZV schwer
2017-09-01T13:51:24+0200,0,60d8f4de-6276-431f-bb43-286dbbfeb1fd,AZV schwer
2017-09-01T13:51:50+0200,0,60d8f4de-6276-431f-bb43-286dbbfeb1fd,AZV schwer
2017-08-29T11:07:08+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T11:07:13+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T11:07:19+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T11:07:25+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T11:07:30+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T11:07:36+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T11:08:56+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T11:09:03+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T11:09:08+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T11:09:14+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T11:09:20+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T11:09:26+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T11:09:32+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T11:09:38+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T11:09:44+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T11:09:51+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T11:10:29+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T11:11:28+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T11:12:33+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T11:18:25+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T11:19:51+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T11:24:34+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T11:24:40+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T11:25:17+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T11:25:53+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T11:27:19+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T11:28:40+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T11:29:26+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T11:30:36+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T11:33:17+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T11:34:38+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T11:34:51+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T11:38:36+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T11:40:00+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T11:41:04+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T11:43:59+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T11:44:57+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T11:45:17+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T11:45:30+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T11:48:49+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T11:49:11+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T11:56:15+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T11:57:17+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T11:58:11+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T11:58:25+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T11:59:38+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T12:00:02+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T12:00:27+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T12:07:01+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T13:07:41+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T13:08:23+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T13:09:10+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T13:10:19+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T13:10:26+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T13:15:12+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T13:16:14+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T13:17:27+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T13:17:52+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T13:19:57+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T13:20:33+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T13:21:04+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T13:21:55+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T13:23:54+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T13:25:58+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T13:29:17+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T13:30:41+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T13:32:09+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T13:33:02+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T13:34:50+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T13:37:30+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T13:38:09+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T13:38:24+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T13:40:08+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T13:44:14+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T13:44:32+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T13:46:24+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T13:46:31+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T13:48:08+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T13:48:52+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T13:51:52+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T13:52:21+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T13:53:12+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T13:54:46+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T13:57:13+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T13:57:46+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T13:58:09+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T13:58:29+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T14:01:11+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T14:01:26+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T14:08:46+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T14:08:02+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T14:08:58+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T14:10:31+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T14:10:45+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T14:11:01+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T14:08:23+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T14:14:01+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T14:14:16+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T14:12:34+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T14:15:33+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T14:17:59+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T14:17:36+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T14:20:54+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T14:19:23+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T14:21:13+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T14:24:11+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T14:22:22+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T14:24:43+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T14:26:08+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T14:27:16+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T14:28:10+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T14:29:08+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T14:29:51+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T14:30:55+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T14:32:56+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T14:34:48+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T14:38:23+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T14:39:43+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T14:40:15+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T14:42:23+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T14:43:11+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T14:44:16+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T14:47:08+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-29T15:15:45+0200,0,dd15228d-e861-4e71-a289-1578f16f1942,AZV schwer
2017-08-21T13:46:30+0200,0,b4105888-a928-4221-8c5e-29dc47ae5c79,AZV leicht
2017-08-21T13:46:35+0200,0,b4105888-a928-4221-8c5e-29dc47ae5c79,AZV leicht
2017-08-21T13:47:03+0200,0,b4105888-a928-4221-8c5e-29dc47ae5c79,AZV leicht
2017-08-21T13:47:22+0200,0,b4105888-a928-4221-8c5e-29dc47ae5c79,AZV leicht
2017-08-21T13:49:49+0200,0,b4105888-a928-4221-8c5e-29dc47ae5c79,AZV leicht
2017-08-21T13:46:47+0200,0,b4105888-a928-4221-8c5e-29dc47ae5c79,AZV leicht
2017-08-21T13:49:57+0200,0,b4105888-a928-4221-8c5e-29dc47ae5c79,AZV leicht
2017-08-21T13:56:01+0200,0,b4105888-a928-4221-8c5e-29dc47ae5c79,AZV leicht
2017-08-21T13:56:11+0200,0,b4105888-a928-4221-8c5e-29dc47ae5c79,AZV leicht
2017-08-21T13:56:17+0200,0,b4105888-a928-4221-8c5e-29dc47ae5c79,AZV leicht
2017-08-21T13:57:00+0200,0,b4105888-a928-4221-8c5e-29dc47ae5c79,AZV leicht
2017-08-21T13:57:33+0200,0,b4105888-a928-4221-8c5e-29dc47ae5c79,AZV leicht
2017-08-21T13:59:11+0200,0,b4105888-a928-4221-8c5e-29dc47ae5c79,AZV leicht
2017-08-21T13:59:22+0200,0,b4105888-a928-4221-8c5e-29dc47ae5c79,AZV leicht
2017-08-21T14:05:05+0200,0,b4105888-a928-4221-8c5e-29dc47ae5c79,AZV leicht
2017-08-21T14:03:53+0200,0,b4105888-a928-4221-8c5e-29dc47ae5c79,AZV leicht
2017-08-21T14:07:27+0200,0,b4105888-a928-4221-8c5e-29dc47ae5c79,AZV leicht
2017-08-21T14:17:45+0200,0,b4105888-a928-4221-8c5e-29dc47ae5c79,AZV leicht
2017-08-21T14:17:53+0200,0,b4105888-a928-4221-8c5e-29dc47ae5c79,AZV leicht
2017-08-21T14:20:56+0200,0,b4105888-a928-4221-8c5e-29dc47ae5c79,AZV leicht
2017-08-21T14:21:54+0200,0,b4105888-a928-4221-8c5e-29dc47ae5c79,AZV leicht
2017-08-21T14:25:47+0200,0,b4105888-a928-4221-8c5e-29dc47ae5c79,AZV leicht
2017-08-21T14:27:45+0200,0,b4105888-a928-4221-8c5e-29dc47ae5c79,AZV leicht
2017-08-21T14:27:50+0200,0,b4105888-a928-4221-8c5e-29dc47ae5c79,AZV leicht
2017-08-21T14:34:22+0200,0,b4105888-a928-4221-8c5e-29dc47ae5c79,AZV leicht
2017-08-21T14:36:52+0200,0,b4105888-a928-4221-8c5e-29dc47ae5c79,AZV leicht
2017-08-21T14:42:50+0200,0,b4105888-a928-4221-8c5e-29dc47ae5c79,AZV leicht
2017-08-21T14:43:06+0200,0,b4105888-a928-4221-8c5e-29dc47ae5c79,AZV leicht
2017-08-21T14:44:30+0200,0,b4105888-a928-4221-8c5e-29dc47ae5c79,AZV leicht
2017-08-21T14:49:32+0200,0,b4105888-a928-4221-8c5e-29dc47ae5c79,AZV leicht
2017-08-21T14:49:43+0200,0,b4105888-a928-4221-8c5e-29dc47ae5c79,AZV leicht
2017-09-01T09:33:03+0200,0,69a8bb11-5978-49af-94cf-2f392e47c2b8,AZV schwer
2017-09-01T09:33:20+0200,0,69a8bb11-5978-49af-94cf-2f392e47c2b8,AZV schwer
2017-09-01T09:34:15+0200,0,69a8bb11-5978-49af-94cf-2f392e47c2b8,AZV schwer
2017-08-21T14:49:50+0200,0,b4105888-a928-4221-8c5e-29dc47ae5c79,AZV leicht
2017-09-01T09:41:05+0200,0,69a8bb11-5978-49af-94cf-2f392e47c2b8,AZV schwer
2017-09-01T09:41:23+0200,0,69a8bb11-5978-49af-94cf-2f392e47c2b8,AZV schwer
2017-09-01T09:41:39+0200,0,69a8bb11-5978-49af-94cf-2f392e47c2b8,AZV schwer
2017-09-01T09:41:58+0200,0,69a8bb11-5978-49af-94cf-2f392e47c2b8,AZV schwer
2017-09-01T09:35:49+0200,0,69a8bb11-5978-49af-94cf-2f392e47c2b8,AZV schwer
2017-09-01T09:44:23+0200,0,69a8bb11-5978-49af-94cf-2f392e47c2b8,AZV schwer
